date,code,name,momentum_score,trend_score,combined_score,rank,reason
20260625,301458,钧崴电子,70.44,80.01,76.18,90,游资:成交36.7/加速75.8/新高90.4/波换93.0; 机构:均线76.2/回撤90.4/持续74.5/稳定75.6
20260625,603738,泰晶科技,67.53,81.57,75.95,91,游资:成交79.7/加速34.1/新高90.4/波换76.6; 机构:均线84.8/回撤90.4/持续94.5/稳定50.7
20260625,600497,驰宏锌锗,75.98,75.62,75.84,92,游资:成交87.7/加速57.8/新高90.4/波换71.3; 机构:均线83.4/回撤90.4/持续81.6/稳定35.9
20260625,300005,探路者,70.73,79.07,75.73,93,游资:成交39.8/加速86.4/新高90.4/波换73.9; 机构:均线95.2/回撤90.4/持续81.6/稳定35.3
20260625,603256,宏和科技,63.38,83.95,75.72,94,游资:成交78.9/加速34.9/新高90.4/波换55.9; 机构:均线83.0/回撤90.4/持续74.5/稳定85.3
20260625,688233,神工股份,63.04,83.85,75.53,95,游资:成交56.0/加速42.7/新高90.4/波换76.8; 机构:均线98.0/回撤90.4/持续94.5/稳定42.2
20260625,300671,富满微,75.22,75.67,75.49,96,游资:成交49.4/加速95.9/新高73.0/波换85.0; 机构:均线94.7/回撤73.0/持续92.2/稳定34.6
20260625,300302,同有科技,81.82,65.78,75.4,97,游资:成交85.6/加速78.2/新高71.7/波换91.7; 机构:均线67.6/回撤71.7/持续63.7/稳定56.3
20260625,002297,博云新材,73.01,76.9,75.34,98,游资:成交73.3/加速67.9/新高75.5/波换77.7; 机构:均线95.1/回撤75.5/持续86.5/稳定42.0
20260625,600378,昊华科技,73.09,76.78,75.3,99,游资:成交85.3/加速64.5/新高71.9/波换68.8; 机构:均线83.9/回撤71.9/持续92.2/稳定57.9
20260625,601872,招商轮船,75.32,74.93,75.16,100,游资:成交84.6/加速83.0/新高76.0/波换49.2; 机构:均线90.1/回撤76.0/持续86.5/稳定39.1
